Device-ID/User-ID,Timestamp,Reminder Type,Scheduled Time,Reminder Sent (Yes/No),Acknowledged (Yes/No)
D8788,01-02-2025 23:05,Appointment,09:30:00,No,No
D8789,1/15/2025 5:51,Exercise,22:00:00,No,No
D8790,1/22/2025 1:14,Appointment,16:30:00,Yes,Yes
D8791,1/23/2025 8:56,Appointment,13:30:00,No,No
D8792,1/20/2025 14:00,Appointment,18:30:00,Yes,Yes
D8793,01-01-2025 19:28,Exercise,16:00:00,Yes,Yes
D8794,01-07-2025 00:58,Exercise,17:00:00,Yes,Yes
D8795,1/18/2025 3:53,Hydration,08:00:00,Yes,Yes
D8796,01-10-2025 19:47,Appointment,17:00:00,Yes,No
D8797,1/28/2025 7:35,Exercise,16:00:00,No,No
D8798,1/30/2025 21:34,Appointment,21:00:00,Yes,Yes
D8799,1/20/2025 3:14,Appointment,18:00:00,Yes,Yes
D8800,01-06-2025 07:36,Exercise,07:30:00,No,No
D8801,1/19/2025 20:09,Medication,13:00:00,Yes,No
D8802,1/17/2025 12:37,Appointment,06:30:00,No,No
D8803,1/30/2025 12:45,Medication,07:30:00,Yes,No
D8804,01-02-2025 12:19,Appointment,12:00:00,Yes,Yes
D8805,01-04-2025 22:02,Hydration,20:00:00,Yes,Yes
D8806,1/28/2025 1:56,Appointment,17:30:00,No,No
D8807,1/29/2025 20:02,Medication,14:30:00,No,No
D8808,1/23/2025 8:45,Medication,19:00:00,No,No
D8809,01-08-2025 06:27,Hydration,14:30:00,Yes,Yes
D8810,1/14/2025 6:24,Hydration,20:30:00,No,No
D8811,01-08-2025 20:23,Hydration,07:30:00,No,No
D8812,01-03-2025 18:39,Medication,20:00:00,No,No
D8813,1/17/2025 8:07,Exercise,15:30:00,No,No
D8814,1/29/2025 2:43,Appointment,08:00:00,No,No
D8815,1/22/2025 4:14,Hydration,07:30:00,Yes,Yes
D8816,1/28/2025 6:49,Medication,15:00:00,Yes,Yes
D8817,1/26/2025 8:22,Medication,20:00:00,No,No
D8818,01-06-2025 06:58,Hydration,16:30:00,Yes,Yes
D8819,1/18/2025 1:22,Hydration,07:30:00,Yes,Yes
D8820,1/13/2025 21:58,Hydration,20:30:00,Yes,No
D8821,01-09-2025 11:05,Hydration,17:00:00,Yes,Yes
D8822,01-04-2025 09:00,Appointment,09:00:00,Yes,Yes
D8823,1/30/2025 15:48,Medication,10:30:00,Yes,Yes
D8824,1/15/2025 7:38,Appointment,12:00:00,Yes,Yes
D8825,01-05-2025 11:12,Exercise,10:30:00,Yes,No
D8826,1/28/2025 12:40,Exercise,14:30:00,No,No
D8827,1/26/2025 2:04,Exercise,17:30:00,Yes,Yes
D8828,1/30/2025 3:07,Hydration,07:00:00,Yes,Yes
D8829,1/29/2025 16:12,Medication,15:00:00,Yes,Yes
D8830,01-06-2025 11:17,Exercise,10:30:00,No,No
D8831,1/28/2025 11:21,Hydration,21:00:00,No,No
D8832,01-03-2025 03:11,Hydration,19:00:00,No,No
D8833,1/19/2025 3:14,Appointment,13:00:00,No,No
D8834,1/17/2025 14:33,Appointment,12:00:00,Yes,No
D8835,1/28/2025 14:16,Exercise,07:30:00,Yes,Yes
D8836,01-02-2025 13:16,Appointment,21:00:00,Yes,Yes
D8837,1/21/2025 0:40,Appointment,07:00:00,No,No
D8838,1/29/2025 2:33,Exercise,10:00:00,No,No
D8839,1/25/2025 10:35,Appointment,14:30:00,No,No
D8840,1/17/2025 23:59,Exercise,14:30:00,Yes,Yes
D8841,1/18/2025 23:50,Medication,06:00:00,Yes,No
D8842,1/23/2025 4:10,Medication,11:00:00,Yes,No
D8843,1/23/2025 3:02,Exercise,21:00:00,No,No
D8844,1/21/2025 14:09,Medication,15:30:00,No,No
D8845,1/20/2025 5:50,Hydration,09:30:00,No,No
D8846,01-02-2025 02:37,Appointment,07:00:00,Yes,Yes
D8847,1/15/2025 7:08,Medication,08:30:00,No,No
D8848,1/30/2025 6:42,Hydration,14:30:00,Yes,Yes
D8849,1/28/2025 18:41,Exercise,20:00:00,No,No
D8850,01-08-2025 15:11,Exercise,19:00:00,No,No
D8851,1/23/2025 18:06,Exercise,12:00:00,No,No
D8852,01-09-2025 07:46,Medication,20:00:00,No,No
D8853,01-01-2025 23:17,Hydration,15:30:00,Yes,Yes
D8854,01-05-2025 20:16,Medication,19:30:00,No,No
D8855,01-08-2025 15:53,Exercise,10:30:00,No,No
D8856,1/29/2025 10:18,Medication,08:00:00,No,No
D8857,01-01-2025 08:37,Hydration,16:00:00,No,No
D8858,1/25/2025 18:54,Medication,10:00:00,Yes,No
D8859,1/23/2025 18:42,Hydration,15:00:00,No,No
D8860,1/29/2025 1:04,Appointment,17:00:00,No,No
D8861,1/15/2025 13:45,Medication,10:30:00,Yes,Yes
D8862,01-02-2025 08:30,Medication,22:30:00,No,No
D8863,01-05-2025 02:30,Medication,07:00:00,No,No
D8864,01-09-2025 11:30,Exercise,19:00:00,Yes,Yes
D8865,01-12-2025 03:29,Exercise,10:30:00,Yes,Yes
D8866,01-11-2025 05:58,Medication,14:00:00,Yes,Yes
D8867,01-08-2025 20:05,Hydration,22:00:00,No,No
D8868,1/19/2025 16:26,Medication,19:00:00,Yes,Yes
D8869,1/29/2025 19:54,Exercise,14:30:00,No,No
D8870,1/30/2025 20:01,Medication,20:30:00,No,No
D8871,1/23/2025 2:00,Appointment,15:00:00,No,No
D8872,01-04-2025 13:42,Medication,08:30:00,Yes,Yes
D8873,01-12-2025 02:40,Appointment,18:00:00,No,No
D8874,1/20/2025 9:00,Exercise,18:00:00,Yes,Yes
D8875,1/13/2025 22:43,Medication,13:30:00,No,No
D8876,01-10-2025 21:10,Medication,06:30:00,No,No
D8877,1/25/2025 15:00,Medication,14:30:00,Yes,Yes
D8878,01-09-2025 09:21,Appointment,10:00:00,Yes,Yes
D8879,01-12-2025 23:50,Medication,17:00:00,Yes,Yes
D8880,1/26/2025 10:16,Hydration,16:30:00,No,No
D8881,01-08-2025 19:42,Exercise,17:30:00,Yes,Yes
D8882,01-01-2025 19:44,Appointment,15:30:00,No,No
D8883,01-09-2025 19:28,Exercise,14:30:00,No,No
D8884,1/18/2025 0:00,Medication,13:00:00,Yes,Yes
D8885,1/13/2025 8:34,Exercise,12:30:00,No,No
D8886,1/23/2025 11:56,Hydration,14:00:00,Yes,Yes
D8887,01-02-2025 09:53,Hydration,14:30:00,No,No
D8888,01-06-2025 06:05,Appointment,13:30:00,Yes,Yes
D8889,1/19/2025 15:38,Medication,13:30:00,No,No
D8890,1/29/2025 14:16,Hydration,22:00:00,Yes,Yes
D8891,1/27/2025 0:21,Hydration,10:00:00,No,No
D8892,1/23/2025 7:14,Appointment,10:30:00,Yes,Yes
D8893,1/21/2025 0:46,Medication,18:00:00,No,No
D8894,1/13/2025 7:39,Medication,13:30:00,Yes,Yes
D8895,01-11-2025 08:05,Medication,10:30:00,Yes,Yes
D8896,01-01-2025 08:51,Appointment,17:00:00,No,No
D8897,1/27/2025 8:11,Hydration,10:00:00,No,No
D8898,1/24/2025 15:04,Appointment,10:30:00,No,No
D8899,01-06-2025 13:25,Medication,11:00:00,No,No
D8900,01-11-2025 23:20,Medication,18:00:00,Yes,Yes
D8901,01-12-2025 23:30,Medication,12:30:00,No,No
D8902,1/18/2025 2:29,Appointment,15:00:00,No,No
D8903,1/19/2025 11:31,Medication,16:00:00,No,No
D8904,1/13/2025 14:53,Hydration,15:00:00,Yes,Yes
D8905,1/14/2025 22:18,Hydration,17:00:00,No,No
D8906,1/13/2025 12:28,Hydration,13:30:00,No,No
D8907,1/29/2025 19:44,Exercise,14:30:00,Yes,Yes
D8908,1/24/2025 10:59,Exercise,22:30:00,Yes,No
D8909,01-02-2025 04:17,Appointment,09:30:00,No,No
D8910,1/28/2025 14:08,Appointment,22:00:00,No,No
D8911,1/16/2025 14:40,Hydration,16:00:00,No,No
D8912,01-10-2025 06:00,Hydration,18:00:00,Yes,No
D8913,1/14/2025 15:01,Hydration,16:30:00,No,No
D8914,1/24/2025 23:37,Hydration,21:00:00,No,No
D8915,1/20/2025 22:36,Medication,07:30:00,No,No
D8916,1/19/2025 9:25,Appointment,17:00:00,Yes,Yes
D8917,1/16/2025 21:04,Hydration,14:00:00,Yes,Yes
D8918,01-02-2025 00:57,Exercise,16:00:00,No,No
D8919,1/30/2025 4:01,Exercise,18:30:00,No,No
D8920,1/17/2025 12:09,Appointment,17:30:00,No,No
D8921,01-01-2025 20:02,Hydration,18:30:00,Yes,Yes
D8922,01-04-2025 05:32,Exercise,09:00:00,No,No
D8923,01-08-2025 08:48,Medication,06:30:00,No,No
D8924,01-12-2025 04:53,Exercise,06:00:00,No,No
D8925,01-03-2025 05:48,Hydration,06:00:00,No,No
D8926,01-08-2025 16:47,Hydration,14:30:00,Yes,Yes
D8927,01-09-2025 17:06,Hydration,14:00:00,No,No
D8928,1/25/2025 16:27,Medication,11:00:00,No,No
D8929,1/22/2025 4:34,Hydration,17:00:00,Yes,No
D8930,01-02-2025 21:20,Medication,17:30:00,No,No
D8931,1/24/2025 16:22,Appointment,07:00:00,No,No
D8932,01-12-2025 00:18,Appointment,16:30:00,No,No
D8933,01-09-2025 09:43,Medication,11:00:00,Yes,Yes
D8934,01-11-2025 02:53,Hydration,09:00:00,No,No
D8935,01-05-2025 03:11,Medication,07:30:00,No,No
D8936,1/21/2025 10:13,Appointment,19:30:00,Yes,No
D8937,1/23/2025 9:57,Hydration,18:00:00,No,No
D8938,01-05-2025 01:33,Medication,11:00:00,Yes,Yes
D8939,01-01-2025 16:47,Medication,16:30:00,Yes,Yes
D8940,1/20/2025 13:59,Hydration,10:30:00,Yes,Yes
D8941,01-11-2025 05:13,Exercise,17:00:00,No,No
D8942,1/14/2025 16:26,Exercise,13:00:00,Yes,Yes
D8943,01-02-2025 22:03,Exercise,17:30:00,No,No
D8944,1/20/2025 7:17,Hydration,22:30:00,No,No
D8945,1/16/2025 8:47,Medication,21:00:00,Yes,Yes
D8946,1/26/2025 20:54,Appointment,07:30:00,Yes,Yes
D8947,01-04-2025 02:30,Exercise,13:30:00,Yes,Yes
D8948,1/16/2025 8:00,Appointment,17:30:00,Yes,Yes
D8949,01-06-2025 23:44,Medication,12:00:00,Yes,No
D8950,01-09-2025 08:17,Appointment,19:00:00,No,No
D8951,1/26/2025 10:24,Appointment,15:30:00,No,No
D8952,1/15/2025 23:39,Appointment,10:00:00,No,No
D8953,1/24/2025 17:05,Exercise,08:00:00,No,No
D8954,01-12-2025 17:33,Appointment,18:00:00,No,No
D8955,1/28/2025 20:43,Medication,08:30:00,No,No
D8956,1/13/2025 3:34,Appointment,14:30:00,No,No
D8957,01-05-2025 12:59,Medication,12:30:00,No,No
D8958,1/14/2025 4:01,Exercise,15:30:00,Yes,Yes
D8959,1/24/2025 9:49,Medication,06:30:00,Yes,Yes
D8960,01-03-2025 00:03,Hydration,21:00:00,Yes,Yes
D8961,1/30/2025 17:34,Hydration,13:00:00,Yes,Yes
D8962,01-12-2025 14:17,Exercise,18:00:00,No,No
D8963,01-09-2025 03:32,Medication,17:30:00,No,No
D8964,01-07-2025 05:02,Exercise,18:00:00,Yes,Yes
D8965,1/18/2025 2:24,Medication,20:30:00,Yes,Yes
D8966,1/30/2025 0:56,Hydration,16:30:00,No,No
D8967,01-04-2025 23:28,Appointment,13:30:00,Yes,Yes
D8968,1/22/2025 2:31,Hydration,08:30:00,No,No
D8969,01-12-2025 18:43,Hydration,06:30:00,No,No
D8970,01-11-2025 16:21,Hydration,20:00:00,No,No
D8971,1/23/2025 11:35,Hydration,14:30:00,Yes,Yes
D8972,1/19/2025 21:13,Appointment,22:00:00,No,No
D8973,01-05-2025 19:14,Medication,21:00:00,No,No
D8974,1/17/2025 4:06,Appointment,11:30:00,No,No
D8975,1/27/2025 13:42,Medication,18:30:00,Yes,Yes
D8976,1/16/2025 19:25,Exercise,10:30:00,No,No
D8977,1/14/2025 17:46,Exercise,11:30:00,Yes,Yes
D8978,1/19/2025 3:43,Appointment,17:30:00,Yes,Yes
D8979,1/24/2025 21:52,Appointment,22:30:00,No,No
D8980,01-04-2025 19:08,Appointment,08:00:00,Yes,Yes
D8981,01-04-2025 06:03,Medication,22:00:00,No,No
D8982,01-01-2025 13:19,Exercise,22:30:00,No,No
D8983,01-03-2025 03:27,Appointment,17:00:00,Yes,No
D8984,01-12-2025 11:16,Medication,20:00:00,No,No
D8985,1/24/2025 15:28,Medication,22:00:00,Yes,No
D8986,01-08-2025 16:47,Appointment,21:30:00,Yes,No
D8987,1/16/2025 15:16,Hydration,12:30:00,Yes,Yes
D8988,01-04-2025 06:46,Medication,21:30:00,No,No
D8989,01-09-2025 10:51,Exercise,17:30:00,Yes,No
D8990,01-12-2025 14:59,Hydration,20:30:00,Yes,Yes
D8991,1/22/2025 11:17,Hydration,06:30:00,No,No
D8992,1/14/2025 3:52,Exercise,10:00:00,Yes,No
D8993,1/28/2025 1:36,Exercise,13:30:00,Yes,Yes
D8994,01-04-2025 09:14,Exercise,07:30:00,No,No
D8995,1/25/2025 14:56,Hydration,15:30:00,No,No
D8996,01-02-2025 04:44,Medication,11:30:00,Yes,Yes
D8997,1/24/2025 0:54,Hydration,09:00:00,Yes,Yes
D8998,1/17/2025 4:02,Hydration,15:30:00,No,No
D8999,1/18/2025 0:32,Appointment,19:00:00,No,No
D9000,1/27/2025 11:10,Appointment,07:00:00,No,No
D9001,01-10-2025 06:04,Appointment,10:30:00,Yes,Yes
D9002,01-09-2025 17:01,Hydration,21:30:00,No,No
D9003,1/28/2025 0:47,Exercise,15:30:00,No,No
D9004,1/22/2025 21:55,Appointment,16:30:00,Yes,Yes
D9005,01-09-2025 19:10,Medication,22:30:00,Yes,Yes
D9006,1/13/2025 13:27,Exercise,09:00:00,Yes,Yes
D9007,1/13/2025 6:55,Hydration,19:30:00,No,No
D9008,01-11-2025 22:42,Exercise,13:30:00,No,No
D9009,1/30/2025 3:56,Appointment,09:00:00,No,No
D9010,01-09-2025 01:48,Medication,09:30:00,Yes,Yes
D9011,1/14/2025 12:54,Hydration,17:00:00,No,No
D9012,01-06-2025 22:42,Appointment,08:30:00,Yes,Yes
D9013,01-03-2025 17:27,Exercise,09:00:00,Yes,No
D9014,1/17/2025 15:26,Appointment,12:30:00,Yes,Yes
D9015,01-03-2025 22:08,Hydration,06:30:00,Yes,Yes
D9016,01-03-2025 00:12,Appointment,11:00:00,No,No
D9017,1/29/2025 13:03,Medication,14:00:00,No,No
D9018,01-06-2025 06:57,Appointment,11:30:00,No,No
D9019,1/24/2025 14:10,Hydration,10:30:00,No,No
D9020,01-09-2025 01:04,Appointment,19:00:00,Yes,No
D9021,01-05-2025 22:59,Hydration,17:30:00,No,No
D9022,01-09-2025 13:20,Medication,21:00:00,Yes,Yes
D9023,1/18/2025 23:08,Medication,12:00:00,No,No
D9024,1/26/2025 6:17,Hydration,10:30:00,No,No
D9025,1/18/2025 22:17,Hydration,21:30:00,Yes,Yes
D9026,1/15/2025 6:47,Medication,13:30:00,Yes,Yes
D9027,1/21/2025 11:24,Medication,07:30:00,No,No
D9028,01-06-2025 04:13,Medication,06:00:00,No,No
D9029,1/29/2025 6:47,Exercise,21:00:00,Yes,Yes
D9030,01-07-2025 09:34,Exercise,19:30:00,Yes,No
D9031,1/22/2025 4:10,Appointment,12:30:00,Yes,Yes
D9032,01-01-2025 16:01,Exercise,14:00:00,Yes,Yes
D9033,1/29/2025 21:08,Exercise,07:00:00,Yes,No
D9034,1/28/2025 8:02,Hydration,22:30:00,No,No
D9035,01-07-2025 07:37,Exercise,16:00:00,No,No
D9036,1/14/2025 1:13,Hydration,08:30:00,No,No
D9037,01-07-2025 14:22,Hydration,11:30:00,Yes,Yes
D9038,01-09-2025 15:04,Hydration,08:00:00,No,No
D9039,1/20/2025 20:02,Hydration,13:30:00,Yes,Yes
D9040,01-09-2025 18:59,Exercise,19:00:00,Yes,No
D9041,01-04-2025 11:44,Appointment,17:30:00,Yes,Yes
D9042,1/25/2025 4:31,Exercise,07:00:00,No,No
D9043,01-02-2025 21:31,Appointment,20:00:00,No,No
D9044,01-08-2025 09:44,Appointment,10:00:00,No,No
D9045,1/22/2025 10:43,Appointment,06:30:00,Yes,Yes
D9046,01-11-2025 04:34,Exercise,19:30:00,Yes,Yes
D9047,1/28/2025 2:19,Hydration,15:30:00,No,No
D9048,1/27/2025 9:40,Hydration,22:30:00,Yes,Yes
D9049,1/16/2025 7:30,Medication,11:30:00,No,No
D9050,1/13/2025 7:28,Medication,22:00:00,Yes,No
D9051,1/13/2025 18:52,Medication,15:00:00,No,No
D9052,01-04-2025 19:58,Medication,13:00:00,Yes,Yes
D9053,01-03-2025 19:54,Appointment,18:30:00,Yes,Yes
D9054,01-03-2025 01:09,Appointment,09:00:00,Yes,Yes
D9055,1/15/2025 7:28,Exercise,18:30:00,Yes,No
D9056,1/14/2025 21:31,Medication,13:30:00,Yes,No
D9057,1/27/2025 23:09,Exercise,22:30:00,Yes,Yes
D9058,01-06-2025 14:50,Appointment,20:30:00,Yes,Yes
D9059,1/13/2025 13:23,Medication,19:30:00,No,No
D9060,1/26/2025 21:55,Hydration,18:00:00,No,No
D9061,1/29/2025 15:44,Appointment,09:00:00,Yes,Yes
D9062,01-04-2025 18:25,Exercise,21:30:00,Yes,Yes
D9063,01-11-2025 07:20,Hydration,20:00:00,Yes,Yes
D9064,01-07-2025 05:24,Medication,09:00:00,No,No
D9065,01-06-2025 10:06,Exercise,14:00:00,No,No
D9066,1/30/2025 6:21,Exercise,14:00:00,No,No
D9067,1/22/2025 1:27,Medication,10:30:00,No,No
D9068,01-07-2025 14:10,Hydration,09:00:00,Yes,No
D9069,01-03-2025 14:42,Medication,10:00:00,No,No
D9070,1/14/2025 4:18,Hydration,19:00:00,Yes,Yes
D9071,1/24/2025 18:04,Exercise,08:00:00,Yes,Yes
D9072,1/16/2025 23:40,Medication,10:30:00,No,No
D9073,1/15/2025 10:44,Appointment,09:30:00,No,No
D9074,1/25/2025 15:50,Exercise,19:00:00,No,No
D9075,1/25/2025 2:26,Hydration,11:30:00,No,No
D9076,1/24/2025 21:37,Exercise,12:00:00,No,No
D9077,01-10-2025 13:30,Hydration,11:30:00,No,No
D9078,1/20/2025 13:06,Hydration,13:00:00,Yes,Yes
D9079,1/17/2025 8:22,Medication,06:30:00,Yes,Yes
D9080,1/20/2025 18:37,Appointment,08:00:00,No,No
D9081,01-02-2025 04:42,Appointment,21:30:00,Yes,Yes
D9082,1/28/2025 10:09,Appointment,08:00:00,Yes,Yes
D9083,1/29/2025 16:58,Medication,19:30:00,Yes,Yes
D9084,1/27/2025 15:16,Medication,19:00:00,No,No
D9085,1/24/2025 23:00,Medication,08:30:00,Yes,Yes
D9086,1/15/2025 2:58,Exercise,17:00:00,No,No
D9087,1/16/2025 6:38,Appointment,16:30:00,No,No
D9088,1/18/2025 16:36,Medication,16:30:00,No,No
D9089,1/28/2025 15:49,Medication,14:00:00,No,No
D9090,01-06-2025 16:16,Appointment,15:30:00,No,No
D9091,01-05-2025 14:59,Medication,17:00:00,No,No
D9092,01-05-2025 11:44,Exercise,12:30:00,No,No
D9093,01-12-2025 23:53,Hydration,06:30:00,No,No
D9094,1/14/2025 17:24,Medication,20:00:00,Yes,No
D9095,01-10-2025 00:26,Exercise,19:00:00,No,No
D9096,01-11-2025 15:02,Exercise,22:00:00,Yes,Yes
D9097,1/19/2025 7:42,Appointment,13:30:00,Yes,Yes
D9098,01-12-2025 03:09,Exercise,18:00:00,Yes,Yes
D9099,01-04-2025 12:21,Medication,19:00:00,No,No
D9100,1/26/2025 22:39,Exercise,17:00:00,No,No
D9101,1/14/2025 6:51,Appointment,18:00:00,No,No
D9102,1/22/2025 18:50,Hydration,08:30:00,No,No
D9103,1/22/2025 3:03,Exercise,08:00:00,Yes,Yes
D9104,1/25/2025 10:47,Hydration,12:00:00,Yes,No
D9105,01-09-2025 23:28,Medication,15:00:00,No,No
D9106,1/27/2025 12:30,Medication,18:30:00,Yes,Yes
D9107,1/24/2025 1:09,Hydration,16:00:00,Yes,Yes
D9108,1/23/2025 13:16,Hydration,08:00:00,Yes,Yes
D9109,01-10-2025 14:41,Hydration,22:00:00,No,No
D9110,1/25/2025 13:31,Hydration,13:30:00,No,No
D9111,1/13/2025 4:21,Appointment,11:30:00,No,No
D9112,1/21/2025 16:19,Medication,19:30:00,Yes,Yes
D9113,01-04-2025 19:22,Hydration,21:30:00,No,No
D9114,1/29/2025 2:03,Medication,17:30:00,No,No
D9115,1/25/2025 8:36,Appointment,21:00:00,Yes,No
D9116,1/20/2025 4:01,Exercise,08:00:00,No,No
D9117,1/15/2025 12:21,Appointment,21:00:00,Yes,No
D9118,1/22/2025 22:49,Hydration,19:00:00,No,No
D9119,1/25/2025 19:12,Appointment,21:00:00,No,No
D9120,1/18/2025 13:29,Medication,11:30:00,No,No
D9121,01-02-2025 07:19,Hydration,14:30:00,No,No
D9122,1/20/2025 10:06,Appointment,06:30:00,Yes,Yes
D9123,01-10-2025 20:33,Medication,09:00:00,No,No
D9124,1/28/2025 2:00,Hydration,09:30:00,No,No
D9125,1/28/2025 1:16,Hydration,06:00:00,Yes,Yes
D9126,1/20/2025 3:53,Appointment,18:30:00,Yes,No
D9127,1/23/2025 13:04,Hydration,11:00:00,Yes,Yes
D9128,01-06-2025 12:26,Exercise,09:30:00,No,No
D9129,1/19/2025 3:33,Exercise,18:30:00,Yes,Yes
D9130,1/24/2025 5:52,Exercise,13:30:00,Yes,No
D9131,01-05-2025 05:19,Medication,21:00:00,No,No
D9132,01-10-2025 01:32,Hydration,06:00:00,No,No
D9133,01-05-2025 12:24,Hydration,14:30:00,Yes,Yes
D9134,1/18/2025 20:49,Medication,11:30:00,Yes,Yes
D9135,01-02-2025 16:54,Hydration,06:00:00,Yes,Yes
D9136,01-11-2025 12:42,Exercise,06:00:00,Yes,Yes
D9137,01-10-2025 15:57,Exercise,11:30:00,No,No
D9138,01-07-2025 13:46,Appointment,15:30:00,Yes,Yes
D9139,01-10-2025 16:03,Exercise,21:30:00,No,No
D9140,1/28/2025 9:33,Appointment,09:30:00,Yes,No
D9141,1/23/2025 15:17,Appointment,06:30:00,No,No
D9142,1/29/2025 11:49,Medication,15:30:00,Yes,No
D9143,1/18/2025 11:31,Appointment,09:30:00,No,No
D9144,1/30/2025 19:07,Hydration,09:00:00,No,No
D9145,1/20/2025 1:34,Appointment,19:00:00,No,No
D9146,1/26/2025 9:01,Appointment,20:00:00,Yes,Yes
D9147,1/27/2025 6:30,Hydration,21:00:00,Yes,Yes
D9148,1/28/2025 5:11,Medication,07:30:00,No,No
D9149,1/21/2025 13:35,Hydration,21:30:00,No,No
D9150,1/21/2025 10:46,Medication,10:00:00,No,No
D9151,01-08-2025 23:11,Appointment,21:30:00,Yes,Yes
D9152,1/15/2025 8:13,Medication,07:00:00,Yes,Yes
D9153,1/16/2025 20:49,Hydration,15:30:00,No,No
D9154,1/19/2025 9:22,Hydration,12:30:00,Yes,Yes
D9155,1/21/2025 17:13,Hydration,11:00:00,Yes,Yes
D9156,01-11-2025 04:51,Appointment,07:30:00,No,No
D9157,1/19/2025 6:18,Medication,14:00:00,No,No
D9158,1/23/2025 10:26,Appointment,17:30:00,Yes,Yes
D9159,1/29/2025 9:14,Exercise,11:00:00,Yes,Yes
D9160,1/21/2025 23:32,Exercise,22:00:00,Yes,No
D9161,01-12-2025 00:10,Medication,22:30:00,No,No
D9162,01-12-2025 23:23,Hydration,14:00:00,No,No
D9163,1/19/2025 14:22,Hydration,07:30:00,Yes,Yes
D9164,01-12-2025 15:10,Appointment,16:30:00,Yes,Yes
D9165,01-09-2025 00:00,Hydration,21:30:00,Yes,No
D9166,1/25/2025 17:13,Appointment,18:30:00,No,No
D9167,1/14/2025 9:22,Appointment,13:30:00,Yes,Yes
D9168,1/16/2025 12:18,Exercise,17:00:00,Yes,Yes
D9169,01-03-2025 23:38,Exercise,10:30:00,Yes,Yes
D9170,1/27/2025 7:07,Medication,07:30:00,No,No
D9171,01-06-2025 18:41,Medication,22:30:00,Yes,No
D9172,1/15/2025 8:34,Hydration,07:30:00,Yes,Yes
D9173,01-02-2025 22:12,Exercise,13:00:00,Yes,No
D9174,01-06-2025 01:03,Exercise,06:00:00,Yes,No
D9175,01-08-2025 20:01,Appointment,09:30:00,Yes,Yes
D9176,01-07-2025 16:14,Hydration,22:30:00,Yes,Yes
D9177,1/14/2025 13:19,Medication,17:30:00,Yes,Yes
D9178,01-02-2025 12:01,Appointment,22:30:00,No,No
D9179,01-02-2025 09:38,Hydration,13:00:00,Yes,Yes
D9180,01-11-2025 20:06,Hydration,06:00:00,Yes,Yes
D9181,1/26/2025 2:28,Hydration,18:00:00,No,No
D9182,1/16/2025 12:36,Hydration,17:30:00,No,No
D9183,1/15/2025 21:57,Exercise,06:30:00,No,No
D9184,1/26/2025 1:02,Appointment,07:30:00,No,No
D9185,1/24/2025 5:46,Medication,11:00:00,No,No
D9186,01-05-2025 05:32,Exercise,17:30:00,Yes,Yes
D9187,1/19/2025 10:16,Medication,21:00:00,Yes,Yes
D9188,1/30/2025 23:11,Hydration,13:00:00,No,No
D9189,1/17/2025 13:47,Appointment,13:30:00,No,No
D9190,1/27/2025 8:33,Appointment,22:30:00,Yes,Yes
D9191,01-03-2025 06:49,Exercise,19:00:00,Yes,Yes
D9192,1/24/2025 3:15,Exercise,06:30:00,Yes,Yes
D9193,01-08-2025 18:19,Appointment,13:30:00,No,No
D9194,1/20/2025 3:04,Exercise,06:00:00,Yes,Yes
D9195,1/17/2025 17:15,Medication,17:00:00,No,No
D9196,1/24/2025 1:59,Medication,14:00:00,No,No
D9197,1/30/2025 14:58,Exercise,19:30:00,No,No
D9198,1/16/2025 8:56,Medication,15:00:00,No,No
D9199,1/22/2025 16:49,Exercise,15:00:00,No,No
D9200,1/22/2025 10:30,Hydration,07:30:00,No,No
D9201,1/22/2025 18:15,Hydration,22:00:00,No,No
D9202,01-11-2025 00:28,Appointment,17:30:00,No,No
D9203,1/28/2025 16:10,Appointment,13:30:00,No,No
D9204,1/14/2025 10:47,Exercise,14:00:00,No,No
D9205,1/30/2025 2:46,Exercise,20:00:00,Yes,Yes
D9206,1/20/2025 0:35,Hydration,22:00:00,No,No
D9207,01-03-2025 01:12,Medication,08:30:00,No,No
D9208,01-02-2025 16:49,Exercise,06:30:00,No,No
D9209,1/19/2025 18:55,Exercise,09:00:00,Yes,Yes
D9210,1/27/2025 0:18,Medication,11:00:00,Yes,Yes
D9211,1/24/2025 11:46,Hydration,16:00:00,Yes,Yes
D9212,1/13/2025 16:12,Exercise,10:00:00,Yes,Yes
D9213,1/30/2025 16:40,Exercise,10:30:00,Yes,Yes
D9214,1/14/2025 3:37,Hydration,08:00:00,No,No
D9215,1/26/2025 13:42,Hydration,21:30:00,No,No
D9216,1/29/2025 0:54,Exercise,08:00:00,Yes,Yes
D9217,01-11-2025 06:47,Hydration,19:00:00,Yes,Yes
D9218,01-01-2025 14:36,Hydration,14:00:00,Yes,Yes
D9219,01-11-2025 12:58,Medication,10:00:00,No,No
D9220,1/27/2025 2:07,Hydration,16:30:00,No,No
D9221,01-02-2025 06:09,Exercise,10:30:00,No,No
D9222,1/18/2025 22:54,Hydration,20:30:00,No,No
D9223,01-03-2025 00:42,Exercise,14:30:00,Yes,Yes
D9224,1/29/2025 20:00,Appointment,21:30:00,Yes,Yes
D9225,1/15/2025 23:14,Medication,14:30:00,No,No
D9226,1/23/2025 2:27,Appointment,16:00:00,No,No
D9227,01-05-2025 22:19,Exercise,15:00:00,Yes,Yes
D9228,1/25/2025 4:57,Exercise,15:00:00,No,No
D9229,01-11-2025 18:31,Hydration,21:30:00,No,No
D9230,1/24/2025 0:45,Medication,16:30:00,Yes,No
